,VALUE DATE,STOCK CODE,STOCK NAME,EVAL MID YIELD,EVAL MID PRICE,MODIFIED DURATION,COMPOSITE LIQUIDITY SCORE (T-1),COUPON FREQUENCY,NEXT COUPON RATE,CALLABLE/PUTTABLE,REMAINING TENURE,OUTPUT PRICE,RATING TARGET,OPR level
17918,2020-07-01,VS160243,SARAWAKHIDRO IMTN 4.67% 11.08.2031,3.435,111.32600000000001,8.647,1.7,2.0,4.67,0,180,113.176,104.7590071644044,2.0
19407,2020-08-01,VS160243,SARAWAKHIDRO IMTN 4.67% 11.08.2031,3.239,113.176,8.59,2.3,2.0,4.67,0,180,113.39,104.7590071644044,1.75
20905,2020-09-01,VS160243,SARAWAKHIDRO IMTN 4.67% 11.08.2031,3.2089999999999996,113.39,8.692,2.0,2.0,4.67,0,180,112.50299999999999,104.7590071644044,1.75
22407,2020-10-01,VS160243,SARAWAKHIDRO IMTN 4.67% 11.08.2031,3.2910000000000004,112.50299999999999,8.599,2.0,2.0,4.67,0,180,113.194,104.7590071644044,1.75
1311,2019-08-01,VS160262,LDF3 IMTN 5.640% 22.08.2031,4.5169999999999995,110.352,8.689,2.0,2.0,5.64,0,180,111.23200000000001,107.40385388888906,3.0
2804,2019-09-01,VS160262,LDF3 IMTN 5.640% 22.08.2031,4.421,111.23200000000001,8.836,2.0,2.0,5.64,0,180,110.12299999999999,107.40385388888906,3.0
4289,2019-10-01,VS160262,LDF3 IMTN 5.640% 22.08.2031,4.529,110.12299999999999,8.74,1.7,2.0,5.64,0,180,109.67200000000001,107.40385388888906,2.93
5782,2019-11-01,VS160262,LDF3 IMTN 5.640% 22.08.2031,4.57,109.67200000000001,8.649,2.3,2.0,5.64,0,180,109.56200000000001,107.40385388888906,2.92
7285,2019-12-01,VS160262,LDF3 IMTN 5.640% 22.08.2031,4.5760000000000005,109.56200000000001,8.565,2.0,2.0,5.64,0,180,109.605,107.40385388888906,2.99
8828,2020-01-01,VS160262,LDF3 IMTN 5.640% 22.08.2031,4.566,109.605,8.484,1.7,2.0,5.64,0,180,111.91,107.40385388888906,3.0
10372,2020-02-01,VS160262,LDF3 IMTN 5.640% 22.08.2031,4.319,111.91,8.445,1.3,2.0,5.64,0,180,110.963,107.40385388888906,2.66
11894,2020-03-01,VS160262,LDF3 IMTN 5.640% 22.08.2031,4.412,110.963,8.568999999999999,1.3,2.0,5.64,0,180,104.59,107.40385388888906,2.75
13412,2020-04-01,VS160262,LDF3 IMTN 5.640% 22.08.2031,5.103,104.59,8.368,1.3,2.0,5.64,0,180,108.171,107.40385388888906,2.5
14920,2020-05-01,VS160262,LDF3 IMTN 5.640% 22.08.2031,4.699,108.171,8.351,0.0,2.0,5.64,0,180,108.931,107.40385388888906,2.5
16420,2020-06-01,VS160262,LDF3 IMTN 5.640% 22.08.2031,4.611000000000001,108.931,8.291,0.0,2.0,5.64,0,180,108.764,107.40385388888906,2.0
17919,2020-07-01,VS160262,LDF3 IMTN 5.640% 22.08.2031,4.624,108.764,8.208,0.0,2.0,5.64,0,180,110.446,107.40385388888906,2.0
19408,2020-08-01,VS160262,LDF3 IMTN 5.640% 22.08.2031,4.434,110.446,8.152999999999999,2.3,2.0,5.64,0,180,110.42399999999999,107.40385388888906,1.75
20906,2020-09-01,VS160262,LDF3 IMTN 5.640% 22.08.2031,4.43,110.42399999999999,8.281,1.7,2.0,5.64,0,180,110.369,107.40385388888906,1.75
22408,2020-10-01,VS160262,LDF3 IMTN 5.640% 22.08.2031,4.428999999999999,110.369,8.201,2.3,2.0,5.64,0,180,110.455,107.40385388888906,1.75
1312,2019-08-01,VS160331,BPMB IMTN 4.75% 04.11.2031 - Issue No 8,4.072,106.486,9.245,0.0,2.0,4.75,0,180,109.62200000000001,104.7590071644044,3.0
2805,2019-09-01,VS160331,BPMB IMTN 4.75% 04.11.2031 - Issue No 8,3.7569999999999997,109.62200000000001,9.219,0.0,2.0,4.75,0,180,108.552,104.7590071644044,3.0
4290,2019-10-01,VS160331,BPMB IMTN 4.75% 04.11.2031 - Issue No 8,3.858,108.552,9.125,0.0,2.0,4.75,0,180,107.71,104.7590071644044,2.93
5783,2019-11-01,VS160331,BPMB IMTN 4.75% 04.11.2031 - Issue No 8,3.938,107.71,9.026,0.0,2.0,4.75,0,180,107.309,104.7590071644044,2.92
7286,2019-12-01,VS160331,BPMB IMTN 4.75% 04.11.2031 - Issue No 8,3.9739999999999998,107.309,9.135,0.0,2.0,4.75,0,180,107.257,104.7590071644044,2.99
8829,2020-01-01,VS160331,BPMB IMTN 4.75% 04.11.2031 - Issue No 8,3.975,107.257,9.051,0.0,2.0,4.75,0,180,109.59700000000001,104.7590071644044,3.0
10373,2020-02-01,VS160331,BPMB IMTN 4.75% 04.11.2031 - Issue No 8,3.733,109.59700000000001,9.009,0.0,2.0,4.75,0,180,112.09299999999999,104.7590071644044,2.66
11895,2020-03-01,VS160331,BPMB IMTN 4.75% 04.11.2031 - Issue No 8,3.48,112.09299999999999,8.979,0.0,2.0,4.75,0,180,105.397,104.7590071644044,2.75
13413,2020-04-01,VS160331,BPMB IMTN 4.75% 04.11.2031 - Issue No 8,4.158,105.397,8.776,0.0,2.0,4.75,0,180,110.93,104.7590071644044,2.5
14921,2020-05-01,VS160331,BPMB IMTN 4.75% 04.11.2031 - Issue No 8,3.582,110.93,8.791,0.0,2.0,4.75,0,180,111.715,104.7590071644044,2.5
16421,2020-06-01,VS160331,BPMB IMTN 4.75% 04.11.2031 - Issue No 8,3.497,111.715,8.919,0.0,2.0,4.75,0,180,110.90299999999999,104.7590071644044,2.0
17920,2020-07-01,VS160331,BPMB IMTN 4.75% 04.11.2031 - Issue No 8,3.572,110.90299999999999,8.826,0.0,2.0,4.75,0,180,113.67399999999999,104.7590071644044,2.0
19409,2020-08-01,VS160331,BPMB IMTN 4.75% 04.11.2031 - Issue No 8,3.286,113.67399999999999,8.785,0.0,2.0,4.75,0,180,114.148,104.7590071644044,1.75
20907,2020-09-01,VS160331,BPMB IMTN 4.75% 04.11.2031 - Issue No 8,3.2310000000000003,114.148,8.717,0.0,2.0,4.75,0,180,113.07700000000001,104.7590071644044,1.75
22409,2020-10-01,VS160331,BPMB IMTN 4.75% 04.11.2031 - Issue No 8,3.33,113.07700000000001,8.62,0.0,2.0,4.75,0,180,114.12299999999999,104.7590071644044,1.75
1313,2019-08-01,VS170003,RANTAU IMTN 0% 16.01.2032 - Tranche No 10,3.883,110.947,9.397,1.7,2.0,5.0,0,180,113.87,106.42347018970185,3.0
2806,2019-09-01,VS170003,RANTAU IMTN 0% 16.01.2032 - Tranche No 10,3.6,113.87,9.365,1.7,2.0,5.0,0,180,112.036,106.42347018970185,3.0
4291,2019-10-01,VS170003,RANTAU IMTN 0% 16.01.2032 - Tranche No 10,3.767,112.036,9.257,1.3,2.0,5.0,0,180,111.307,106.42347018970185,2.93
5784,2019-11-01,VS170003,RANTAU IMTN 0% 16.01.2032 - Tranche No 10,3.8310000000000004,111.307,9.162,1.3,2.0,5.0,0,180,110.449,106.42347018970185,2.92
7287,2019-12-01,VS170003,RANTAU IMTN 0% 16.01.2032 - Tranche No 10,3.909,110.449,9.062999999999999,2.3,2.0,5.0,0,180,110.405,106.42347018970185,2.99
8830,2020-01-01,VS170003,RANTAU IMTN 0% 16.01.2032 - Tranche No 10,3.908,110.405,8.981,2.0,2.0,5.0,0,180,114.28200000000001,106.42347018970185,3.0
10374,2020-02-01,VS170003,RANTAU IMTN 0% 16.01.2032 - Tranche No 10,3.525,114.28200000000001,9.168,1.7,2.0,5.0,0,180,116.874,106.42347018970185,2.66
11896,2020-03-01,VS170003,RANTAU IMTN 0% 16.01.2032 - Tranche No 10,3.273,116.874,9.139,2.3,2.0,5.0,0,180,108.625,106.42347018970185,2.75
13414,2020-04-01,VS170003,RANTAU IMTN 0% 16.01.2032 - Tranche No 10,4.071000000000001,108.625,8.911,2.0,2.0,5.0,0,180,115.314,106.42347018970185,2.5
14922,2020-05-01,VS170003,RANTAU IMTN 0% 16.01.2032 - Tranche No 10,3.4019999999999997,115.314,8.945,2.0,2.0,5.0,0,180,115.53399999999999,106.42347018970185,2.5
16422,2020-06-01,VS170003,RANTAU IMTN 0% 16.01.2032 - Tranche No 10,3.373,115.53399999999999,8.875,1.7,2.0,5.0,0,180,113.916,106.42347018970185,2.0
17921,2020-07-01,VS170003,RANTAU IMTN 0% 16.01.2032 - Tranche No 10,3.522,113.916,8.767000000000001,2.0,2.0,5.0,0,180,118.111,106.42347018970185,2.0
19410,2020-08-01,VS170003,RANTAU IMTN 0% 16.01.2032 - Tranche No 10,3.108,118.111,8.939,1.7,2.0,5.0,0,180,117.65899999999999,106.42347018970185,1.75
20908,2020-09-01,VS170003,RANTAU IMTN 0% 16.01.2032 - Tranche No 10,3.141,117.65899999999999,8.856,2.0,2.0,5.0,0,180,116.589,106.42347018970185,1.75
22410,2020-10-01,VS170003,RANTAU IMTN 0% 16.01.2032 - Tranche No 10,3.234,116.589,8.76,1.7,2.0,5.0,0,180,116.646,106.42347018970185,1.75
1314,2019-08-01,VS170035,MAYBANK IMTN 4.200% 20.02.2032,3.5460000000000003,100.365,0.5539999999999999,3.7,4.0,4.2,1,180,100.411,104.7590071644044,3.0
2807,2019-09-01,VS170035,MAYBANK IMTN 4.200% 20.02.2032,3.327,100.411,0.47,3.0,4.0,4.2,1,180,100.3,104.7590071644044,3.0
4292,2019-10-01,VS170035,MAYBANK IMTN 4.200% 20.02.2032,3.438,100.3,0.39399999999999996,3.0,4.0,4.2,1,180,100.238,104.7590071644044,2.93
5785,2019-11-01,VS170035,MAYBANK IMTN 4.200% 20.02.2032,3.4339999999999997,100.238,0.31,3.7,4.0,4.2,1,180,100.191,104.7590071644044,2.92
7288,2019-12-01,VS170035,MAYBANK IMTN 4.200% 20.02.2032,3.361,100.191,0.228,3.7,4.0,4.2,1,180,100.132,104.7590071644044,2.99
8831,2020-01-01,VS170035,MAYBANK IMTN 4.200% 20.02.2032,3.278,100.132,0.14400000000000002,3.0,4.0,4.2,1,180,100.06,104.7590071644044,3.0
1315,2019-08-01,VS170042,BPMB IMTN 4.98% 02.03.2032 - Issue No 12,4.082,108.76700000000001,9.28,2.3,2.0,4.98,0,180,111.971,104.7590071644044,3.0
2808,2019-09-01,VS170042,BPMB IMTN 4.98% 02.03.2032 - Issue No 12,3.77,111.971,9.465,3.0,2.0,4.98,0,180,110.79899999999999,104.7590071644044,3.0
4293,2019-10-01,VS170042,BPMB IMTN 4.98% 02.03.2032 - Issue No 12,3.8760000000000003,110.79899999999999,9.369,3.0,2.0,4.98,0,180,109.934,104.7590071644044,2.93
5786,2019-11-01,VS170042,BPMB IMTN 4.98% 02.03.2032 - Issue No 12,3.9539999999999997,109.934,9.27,2.0,2.0,4.98,0,180,109.51299999999999,104.7590071644044,2.92
7289,2019-12-01,VS170042,BPMB IMTN 4.98% 02.03.2032 - Issue No 12,3.99,109.51299999999999,9.179,2.0,2.0,4.98,0,180,109.44200000000001,104.7590071644044,2.99
8832,2020-01-01,VS170042,BPMB IMTN 4.98% 02.03.2032 - Issue No 12,3.992,109.44200000000001,9.095,2.3,2.0,4.98,0,180,111.897,104.7590071644044,3.0
10375,2020-02-01,VS170042,BPMB IMTN 4.98% 02.03.2032 - Issue No 12,3.7460000000000004,111.897,9.058,2.3,2.0,4.98,0,180,114.464,104.7590071644044,2.66
11897,2020-03-01,VS170042,BPMB IMTN 4.98% 02.03.2032 - Issue No 12,3.4939999999999998,114.464,9.032,2.3,2.0,4.98,0,180,107.475,104.7590071644044,2.75
13415,2020-04-01,VS170042,BPMB IMTN 4.98% 02.03.2032 - Issue No 12,4.177,107.475,9.023,2.3,2.0,4.98,0,180,113.22399999999999,104.7590071644044,2.5
14923,2020-05-01,VS170042,BPMB IMTN 4.98% 02.03.2032 - Issue No 12,3.597,113.22399999999999,9.041,2.7,2.0,4.98,0,180,113.99,104.7590071644044,2.5
16423,2020-06-01,VS170042,BPMB IMTN 4.98% 02.03.2032 - Issue No 12,3.516,113.99,8.981,2.3,2.0,4.98,0,180,113.133,104.7590071644044,2.0
17922,2020-07-01,VS170042,BPMB IMTN 4.98% 02.03.2032 - Issue No 12,3.592,113.133,8.888,2.0,2.0,4.98,0,180,115.976,104.7590071644044,2.0
19411,2020-08-01,VS170042,BPMB IMTN 4.98% 02.03.2032 - Issue No 12,3.3080000000000003,115.976,8.851,2.7,2.0,4.98,0,180,116.368,104.7590071644044,1.75
20909,2020-09-01,VS170042,BPMB IMTN 4.98% 02.03.2032 - Issue No 12,3.262,116.368,8.782,2.0,2.0,4.98,0,180,115.185,104.7590071644044,1.75
22411,2020-10-01,VS170042,BPMB IMTN 4.98% 02.03.2032 - Issue No 12,3.367,115.185,8.871,2.0,2.0,4.98,0,180,116.32600000000001,104.7590071644044,1.75
1316,2019-08-01,VS170199,SPRE IMTN 5.700% 16.07.2032,4.565,111.006,9.309,0.0,2.0,5.7,0,180,112.59899999999999,106.94561587810762,3.0
2809,2019-09-01,VS170199,SPRE IMTN 5.700% 16.07.2032,4.406000000000001,112.59899999999999,9.256,0.0,2.0,5.7,0,180,111.431,106.94561587810762,3.0
4294,2019-10-01,VS170199,SPRE IMTN 5.700% 16.07.2032,4.513,111.431,9.157,0.0,2.0,5.7,0,180,111.12899999999999,106.94561587810762,2.93
5787,2019-11-01,VS170199,SPRE IMTN 5.700% 16.07.2032,4.537,111.12899999999999,9.068999999999999,0.0,2.0,5.7,0,180,111.00399999999999,106.94561587810762,2.92
7290,2019-12-01,VS170199,SPRE IMTN 5.700% 16.07.2032,4.544,111.00399999999999,8.984,0.0,2.0,5.7,0,180,111.044,106.94561587810762,2.99
8833,2020-01-01,VS170199,SPRE IMTN 5.700% 16.07.2032,4.535,111.044,8.902999999999999,0.0,2.0,5.7,0,180,113.759,106.94561587810762,3.0
10376,2020-02-01,VS170199,SPRE IMTN 5.700% 16.07.2032,4.263999999999999,113.759,9.105,0.0,2.0,5.7,0,180,115.044,106.94561587810762,2.66
11898,2020-03-01,VS170199,SPRE IMTN 5.700% 16.07.2032,4.1339999999999995,115.044,9.057,0.0,2.0,5.7,0,180,107.928,106.94561587810762,2.75
13416,2020-04-01,VS170199,SPRE IMTN 5.700% 16.07.2032,4.836,107.928,8.831,0.0,2.0,5.7,0,180,112.791,106.94561587810762,2.5
14924,2020-05-01,VS170199,SPRE IMTN 5.700% 16.07.2032,4.338,112.791,8.846,0.0,2.0,5.7,0,180,113.59200000000001,106.94561587810762,2.5
16424,2020-06-01,VS170199,SPRE IMTN 5.700% 16.07.2032,4.253,113.59200000000001,8.788,0.0,2.0,5.7,0,180,113.413,106.94561587810762,2.0
17923,2020-07-01,VS170199,SPRE IMTN 5.700% 16.07.2032,4.263999999999999,113.413,8.705,0.0,2.0,5.7,0,180,116.541,106.94561587810762,2.0
19412,2020-08-01,VS170199,SPRE IMTN 5.700% 16.07.2032,3.95,116.541,8.892999999999999,0.0,2.0,5.7,0,180,117.156,106.94561587810762,1.75
20910,2020-09-01,VS170199,SPRE IMTN 5.700% 16.07.2032,3.8819999999999997,117.156,8.828,3.3,2.0,5.7,0,180,116.751,106.94561587810762,1.75
22412,2020-10-01,VS170199,SPRE IMTN 5.700% 16.07.2032,3.912,116.751,8.741,2.7,2.0,5.7,0,180,116.848,106.94561587810762,1.75
1317,2019-08-01,VS170210,TADAU SRI SUKUK 6.10% 27.07.2032 (Tranche 14),4.992,110.495,9.127,0.0,2.0,6.1,0,180,112.038,106.94561587810762,3.0
2810,2019-09-01,VS170210,TADAU SRI SUKUK 6.10% 27.07.2032 (Tranche 14),4.834,112.038,9.075,0.0,2.0,6.1,0,180,111.294,106.94561587810762,3.0
4295,2019-10-01,VS170210,TADAU SRI SUKUK 6.10% 27.07.2032 (Tranche 14),4.902,111.294,8.985,0.0,2.0,6.1,0,180,111.33,106.94561587810762,2.93
5788,2019-11-01,VS170210,TADAU SRI SUKUK 6.10% 27.07.2032 (Tranche 14),4.893,111.33,8.904,0.0,2.0,6.1,0,180,111.277,106.94561587810762,2.92
7291,2019-12-01,VS170210,TADAU SRI SUKUK 6.10% 27.07.2032 (Tranche 14),4.893,111.277,8.821,0.0,2.0,6.1,0,180,111.375,106.94561587810762,2.99
8834,2020-01-01,VS170210,TADAU SRI SUKUK 6.10% 27.07.2032 (Tranche 14),4.878,111.375,8.742,0.0,2.0,6.1,0,180,113.775,106.94561587810762,3.0
10377,2020-02-01,VS170210,TADAU SRI SUKUK 6.10% 27.07.2032 (Tranche 14),4.6339999999999995,113.775,8.949,3.3,2.0,6.1,0,180,115.07700000000001,106.94561587810762,2.66
11899,2020-03-01,VS170210,TADAU SRI SUKUK 6.10% 27.07.2032 (Tranche 14),4.5,115.07700000000001,8.902000000000001,3.0,2.0,6.1,0,180,108.104,106.94561587810762,2.75
13417,2020-04-01,VS170210,TADAU SRI SUKUK 6.10% 27.07.2032 (Tranche 14),5.2,108.104,8.675,3.0,2.0,6.1,0,180,112.883,106.94561587810762,2.5
14925,2020-05-01,VS170210,TADAU SRI SUKUK 6.10% 27.07.2032 (Tranche 14),4.702,112.883,8.691,2.3,2.0,6.1,0,180,113.66,106.94561587810762,2.5
16425,2020-06-01,VS170210,TADAU SRI SUKUK 6.10% 27.07.2032 (Tranche 14),4.618,113.66,8.633,2.3,2.0,6.1,0,180,113.069,106.94561587810762,2.0
17924,2020-07-01,VS170210,TADAU SRI SUKUK 6.10% 27.07.2032 (Tranche 14),4.671,113.069,8.542,3.3,2.0,6.1,0,180,116.124,106.94561587810762,2.0
19413,2020-08-01,VS170210,TADAU SRI SUKUK 6.10% 27.07.2032 (Tranche 14),4.3580000000000005,116.124,8.741,2.7,2.0,6.1,0,180,116.463,106.94561587810762,1.75
20911,2020-09-01,VS170210,TADAU SRI SUKUK 6.10% 27.07.2032 (Tranche 14),4.316,116.463,8.671,2.7,2.0,6.1,0,180,116.616,106.94561587810762,1.75
22413,2020-10-01,VS170210,TADAU SRI SUKUK 6.10% 27.07.2032 (Tranche 14),4.292,116.616,8.596,3.3,2.0,6.1,0,180,116.72200000000001,106.94561587810762,1.75
1318,2019-08-01,VS170227,TENAGA IMTN 03.08.2032,3.92,110.41799999999999,9.526,1.7,2.0,4.95,0,180,113.15700000000001,104.7590071644044,3.0
2811,2019-09-01,VS170227,TENAGA IMTN 03.08.2032,3.662,113.15700000000001,9.703,2.3,2.0,4.95,0,180,111.863,104.7590071644044,3.0
4296,2019-10-01,VS170227,TENAGA IMTN 03.08.2032,3.775,111.863,9.603,2.0,2.0,4.95,0,180,111.083,104.7590071644044,2.93
5789,2019-11-01,VS170227,TENAGA IMTN 03.08.2032,3.842,111.083,9.505,2.0,2.0,4.95,0,180,110.708,104.7590071644044,2.92
7292,2019-12-01,VS170227,TENAGA IMTN 03.08.2032,3.872,110.708,9.415,1.7,2.0,4.95,0,180,110.76,104.7590071644044,2.99
8835,2020-01-01,VS170227,TENAGA IMTN 03.08.2032,3.862,110.76,9.334,1.3,2.0,4.95,0,180,114.404,104.7590071644044,3.0
10378,2020-02-01,VS170227,TENAGA IMTN 03.08.2032,3.516,114.404,9.327,1.3,2.0,4.95,0,180,117.63,104.7590071644044,2.66
11900,2020-03-01,VS170227,TENAGA IMTN 03.08.2032,3.217,117.63,9.513,0.0,2.0,4.95,0,180,108.00200000000001,104.7590071644044,2.75
13418,2020-04-01,VS170227,TENAGA IMTN 03.08.2032,4.1160000000000005,108.00200000000001,9.252,2.3,2.0,4.95,0,180,115.01899999999999,104.7590071644044,2.5
14926,2020-05-01,VS170227,TENAGA IMTN 03.08.2032,3.437,115.01899999999999,9.299,1.7,2.0,4.95,0,180,115.493,104.7590071644044,2.5
16426,2020-06-01,VS170227,TENAGA IMTN 03.08.2032,3.386,115.493,9.234,2.3,2.0,4.95,0,180,114.81,104.7590071644044,2.0
17925,2020-07-01,VS170227,TENAGA IMTN 03.08.2032,3.4419999999999997,114.81,9.142000000000001,2.7,2.0,4.95,0,180,117.795,104.7590071644044,2.0
19414,2020-08-01,VS170227,TENAGA IMTN 03.08.2032,3.157,117.795,9.107999999999999,2.7,2.0,4.95,0,180,118.186,104.7590071644044,1.75
20912,2020-09-01,VS170227,TENAGA IMTN 03.08.2032,3.112,118.186,9.229,2.7,2.0,4.95,0,180,117.344,104.7590071644044,1.75
22414,2020-10-01,VS170227,TENAGA IMTN 03.08.2032,3.18,117.344,9.136000000000001,2.3,2.0,4.95,0,180,117.31200000000001,104.7590071644044,1.75
1319,2019-08-01,VS170313,QSPS Green SRI Sukuk 5.920% 06.04.2032 - T27,5.925,99.946,8.667,2.3,2.0,5.92,0,180,101.852,103.00294582723276,3.0
2812,2019-09-01,VS170313,QSPS Green SRI Sukuk 5.920% 06.04.2032 - T27,5.711,101.852,8.628,3.0,2.0,5.92,0,180,101.581,103.00294582723276,3.0
4297,2019-10-01,VS170313,QSPS Green SRI Sukuk 5.920% 06.04.2032 - T27,5.7410000000000005,101.581,8.547,2.7,2.0,5.92,0,180,101.81,103.00294582723276,2.93
5790,2019-11-01,VS170313,QSPS Green SRI Sukuk 5.920% 06.04.2032 - T27,5.7139999999999995,101.81,8.72,2.7,2.0,5.92,0,180,101.824,103.00294582723276,2.92
7293,2019-12-01,VS170313,QSPS Green SRI Sukuk 5.920% 06.04.2032 - T27,5.711,101.824,8.638,2.3,2.0,5.92,0,180,102.40799999999999,103.00294582723276,2.99
8836,2020-01-01,VS170313,QSPS Green SRI Sukuk 5.920% 06.04.2032 - T27,5.644,102.40799999999999,8.568999999999999,2.0,2.0,5.92,0,180,104.98700000000001,103.00294582723276,3.0
10379,2020-02-01,VS170313,QSPS Green SRI Sukuk 5.920% 06.04.2032 - T27,5.356,104.98700000000001,8.544,2.0,2.0,5.92,0,180,106.435,103.00294582723276,2.66
11901,2020-03-01,VS170313,QSPS Green SRI Sukuk 5.920% 06.04.2032 - T27,5.196000000000001,106.435,8.503,0.0,2.0,5.92,0,180,100.426,103.00294582723276,2.75
13419,2020-04-01,VS170313,QSPS Green SRI Sukuk 5.920% 06.04.2032 - T27,5.87,100.426,8.282,0.0,2.0,5.92,0,180,103.854,103.00294582723276,2.5
14927,2020-05-01,VS170313,QSPS Green SRI Sukuk 5.920% 06.04.2032 - T27,5.475,103.854,8.516,0.0,2.0,5.92,0,180,107.069,103.00294582723276,2.5
16427,2020-06-01,VS170313,QSPS Green SRI Sukuk 5.920% 06.04.2032 - T27,5.1160000000000005,107.069,8.511000000000001,0.0,2.0,5.92,0,180,106.84,103.00294582723276,2.0
17926,2020-07-01,VS170313,QSPS Green SRI Sukuk 5.920% 06.04.2032 - T27,5.1370000000000005,106.84,8.426,0.0,2.0,5.92,0,180,108.20100000000001,103.00294582723276,2.0
19415,2020-08-01,VS170313,QSPS Green SRI Sukuk 5.920% 06.04.2032 - T27,4.984,108.20100000000001,8.368,0.0,2.0,5.92,0,180,108.32700000000001,103.00294582723276,1.75
20913,2020-09-01,VS170313,QSPS Green SRI Sukuk 5.920% 06.04.2032 - T27,4.966,108.32700000000001,8.294,2.7,2.0,5.92,0,180,108.17,103.00294582723276,1.75
22415,2020-10-01,VS170313,QSPS Green SRI Sukuk 5.920% 06.04.2032 - T27,4.979,108.17,8.211,2.3,2.0,5.92,0,180,108.166,103.00294582723276,1.75
1320,2019-08-01,VS170314,QSPS Green SRI Sukuk 5.960% 06.10.2032 - T28,5.968999999999999,99.90899999999999,8.872,0.0,2.0,5.96,0,180,101.889,103.00294582723276,3.0
2813,2019-09-01,VS170314,QSPS Green SRI Sukuk 5.960% 06.10.2032 - T28,5.752000000000001,101.889,8.837,3.0,2.0,5.96,0,180,101.611,103.00294582723276,3.0
4298,2019-10-01,VS170314,QSPS Green SRI Sukuk 5.960% 06.10.2032 - T28,5.782,101.611,8.755,2.7,2.0,5.96,0,180,101.78200000000001,103.00294582723276,2.93
5791,2019-11-01,VS170314,QSPS Green SRI Sukuk 5.960% 06.10.2032 - T28,5.7620000000000005,101.78200000000001,8.935,2.7,2.0,5.96,0,180,101.79799999999999,103.00294582723276,2.92
7294,2019-12-01,VS170314,QSPS Green SRI Sukuk 5.960% 06.10.2032 - T28,5.7589999999999995,101.79799999999999,8.853,2.3,2.0,5.96,0,180,102.397,103.00294582723276,2.99
8837,2020-01-01,VS170314,QSPS Green SRI Sukuk 5.960% 06.10.2032 - T28,5.692,102.397,8.786,2.3,2.0,5.96,0,180,105.035,103.00294582723276,3.0
10380,2020-02-01,VS170314,QSPS Green SRI Sukuk 5.960% 06.10.2032 - T28,5.405,105.035,8.766,2.3,2.0,5.96,0,180,106.553,103.00294582723276,2.66
11902,2020-03-01,VS170314,QSPS Green SRI Sukuk 5.960% 06.10.2032 - T28,5.242000000000001,106.553,8.728,0.0,2.0,5.96,0,180,100.367,103.00294582723276,2.75
13420,2020-04-01,VS170314,QSPS Green SRI Sukuk 5.960% 06.10.2032 - T28,5.917999999999999,100.367,8.495,0.0,2.0,5.96,0,180,103.88600000000001,103.00294582723276,2.5
14928,2020-05-01,VS170314,QSPS Green SRI Sukuk 5.960% 06.10.2032 - T28,5.523,103.88600000000001,8.744,0.0,2.0,5.96,0,180,107.26799999999999,103.00294582723276,2.5
16428,2020-06-01,VS170314,QSPS Green SRI Sukuk 5.960% 06.10.2032 - T28,5.156000000000001,107.26799999999999,8.746,0.0,2.0,5.96,0,180,107.053,103.00294582723276,2.0
17927,2020-07-01,VS170314,QSPS Green SRI Sukuk 5.960% 06.10.2032 - T28,5.175,107.053,8.662,0.0,2.0,5.96,0,180,108.429,103.00294582723276,2.0
19416,2020-08-01,VS170314,QSPS Green SRI Sukuk 5.960% 06.10.2032 - T28,5.025,108.429,8.605,0.0,2.0,5.96,0,180,108.56200000000001,103.00294582723276,1.75
20914,2020-09-01,VS170314,QSPS Green SRI Sukuk 5.960% 06.10.2032 - T28,5.007,108.56200000000001,8.531,0.0,2.0,5.96,0,180,108.374,103.00294582723276,1.75
22416,2020-10-01,VS170314,QSPS Green SRI Sukuk 5.960% 06.10.2032 - T28,5.023,108.374,8.448,0.0,2.0,5.96,0,180,108.363,103.00294582723276,1.75
1321,2019-08-01,VS170367,SPG IMTN 5.370% 29.10.2032,4.195,111.839,9.548,2.7,2.0,5.37,0,180,112.708,107.40385388888906,3.0
2814,2019-09-01,VS170367,SPG IMTN 5.370% 29.10.2032,4.109,112.708,9.48,2.3,2.0,5.37,0,180,112.137,107.40385388888906,3.0
4299,2019-10-01,VS170367,SPG IMTN 5.370% 29.10.2032,4.157,112.137,9.392999999999999,3.0,2.0,5.37,0,180,111.985,107.40385388888906,2.93
5792,2019-11-01,VS170367,SPG IMTN 5.370% 29.10.2032,4.166,111.985,9.533,3.3,2.0,5.37,0,180,111.678,107.40385388888906,2.92
7295,2019-12-01,VS170367,SPG IMTN 5.370% 29.10.2032,4.189,111.678,9.445,3.0,2.0,5.37,0,180,111.90299999999999,107.40385388888906,2.99
8838,2020-01-01,VS170367,SPG IMTN 5.370% 29.10.2032,4.162,111.90299999999999,9.367,2.3,2.0,5.37,0,180,114.37799999999999,107.40385388888906,3.0
10381,2020-02-01,VS170367,SPG IMTN 5.370% 29.10.2032,3.924,114.37799999999999,9.334,2.7,2.0,5.37,0,180,115.665,107.40385388888906,2.66
11903,2020-03-01,VS170367,SPG IMTN 5.370% 29.10.2032,3.799,115.665,9.286,2.3,2.0,5.37,0,180,107.95200000000001,107.40385388888906,2.75
13421,2020-04-01,VS170367,SPG IMTN 5.370% 29.10.2032,4.533,107.95200000000001,9.044,2.0,2.0,5.37,0,180,112.87799999999999,107.40385388888906,2.5
14929,2020-05-01,VS170367,SPG IMTN 5.370% 29.10.2032,4.046,112.87799999999999,9.28,1.7,2.0,5.37,0,180,113.662,107.40385388888906,2.5
